20190101T0000,-43.738144,0.0
20190101T0100,-42.658146,0.0
20190101T0200,-42.918144,0.0
20190101T0300,-43.948147,0.0
20190101T0400,-43.658146,0.0
20190101T0500,-43.538147,0.0
20190101T0600,-43.288147,0.0
20190101T0700,-42.608147,0.0
20190101T0800,-42.648144,0.0
20190101T0900,-41.868145,0.0
20190101T1000,-42.068146,0.0
20190101T1100,-41.408146,0.0
20190101T1200,-41.218143,0.0
20190101T1300,-38.318146,0.0
20190101T1400,-38.008144,0.0
20190101T1500,-37.658146,0.0
20190101T1600,-38.358147,0.0
20190101T1700,-38.888145,0.0
20190101T1800,-38.728146,0.0
20190101T1900,-38.058144,0.0
20190101T2000,-37.508144,0.0
20190101T2100,-38.718143,0.0
20190101T2200,-38.798145,0.0
20190101T2300,-38.808144,0.0
20190102T0000,-40.328144,0.0
20190102T0100,-40.268147,0.0
20190102T0200,-40.118145,0.0
20190102T0300,-40.078144,0.0
20190102T0400,-40.468143,0.0
20190102T0500,-39.268147,0.0
20190102T0600,-38.928146,0.0
20190102T0700,-38.278145,0.0
20190102T0800,-37.998146,0.0
20190102T0900,-38.018147,0.0
20190102T1000,-37.418144,0.0
20190102T1100,-37.988144,0.0
20190102T1200,-37.348145,0.0
20190102T1300,-36.278145,0.0
20190102T1400,-36.118145,0.0
20190102T1500,-36.178146,0.0
20190102T1600,-36.588146,0.0
20190102T1700,-36.758144,0.0
20190102T1800,-37.118145,0.0
20190102T1900,-37.448147,0.0
20190102T2000,-37.558144,0.0
20190102T2100,-40.758144,0.0
20190102T2200,-41.888145,0.0
20190102T2300,-42.048145,0.0
20190103T0000,-42.798145,0.0
20190103T0100,-43.188145,0.0
20190103T0200,-42.918144,0.0
20190103T0300,-42.748146,0.0
20190103T0400,-42.798145,0.0
20190103T0500,-43.028145,0.0
20190103T0600,-42.618145,0.0
20190103T0700,-43.728146,0.0
20190103T0800,-43.488144,0.0
20190103T0900,-43.568146,0.0
20190103T1000,-43.508144,0.0
20190103T1100,-43.678146,0.0
20190103T1200,-43.048145,0.0
20190103T1300,-41.528145,0.0
20190103T1400,-41.468143,0.0
20190103T1500,-40.788147,0.0
20190103T1600,-39.858147,0.0
20190103T1700,-39.038147,0.0
20190103T1800,-38.688145,0.0
20190103T1900,-37.938145,0.0
20190103T2000,-37.478146,0.0
20190103T2100,-37.848145,0.0
20190103T2200,-37.388145,0.0
20190103T2300,-36.928146,0.0
20190104T0000,-36.878147,0.0
20190104T0100,-38.188145,0.0
20190104T0200,-37.918144,0.0
20190104T0300,-38.638145,0.0
20190104T0400,-40.218143,0.0
20190104T0500,-39.678146,0.0
20190104T0600,-39.438145,0.0
20190104T0700,-39.888145,0.0
20190104T0800,-39.298145,0.0
20190104T0900,-41.228146,0.0
20190104T1000,-41.678146,0.0
20190104T1100,-41.968143,0.0
20190104T1200,-42.648144,0.0
20190104T1300,-41.628147,0.0
20190104T1400,-43.088146,0.0
20190104T1500,-41.668144,0.0
20190104T1600,-42.218143,0.0
20190104T1700,-42.408146,0.0
20190104T1800,-42.568146,0.0
20190104T1900,-43.308144,0.0
20190104T2000,-43.488144,0.0
20190104T2100,-46.118145,0.0
20190104T2200,-46.518147,0.0
20190104T2300,-46.788147,0.0
20190105T0000,-46.878147,0.0
20190105T0100,-47.078144,0.0
20190105T0200,-46.438145,0.0
20190105T0300,-45.778145,0.0
20190105T0400,-45.438145,0.0
20190105T0500,-46.688145,0.0
20190105T0600,-46.828144,0.0
20190105T0700,-46.948147,0.0
20190105T0800,-47.708145,0.0
20190105T0900,-47.998146,0.0
20190105T1000,-46.978146,0.0
20190105T1100,-47.068146,0.0
20190105T1200,-48.428146,0.0
20190105T1300,-46.738144,0.0
20190105T1400,-46.618145,0.0
20190105T1500,-46.738144,0.0
20190105T1600,-47.838146,0.0
20190105T1700,-48.248146,0.0
20190105T1800,-47.928146,0.0
20190105T1900,-47.638145,0.0
20190105T2000,-46.738144,0.0
20190105T2100,-46.738144,0.0
20190105T2200,-46.938145,0.0
20190105T2300,-47.048145,0.0
20190106T0000,-46.668144,0.0
20190106T0100,-47.308144,0.0
20190106T0200,-47.918144,0.0
20190106T0300,-48.208145,0.0
20190106T0400,-49.358147,0.0
20190106T0500,-48.738144,0.0
20190106T0600,-48.578144,0.0
20190106T0700,-49.258144,0.0
20190106T0800,-49.628147,0.0
20190106T0900,-51.348145,0.0
20190106T1000,-51.768147,0.0
20190106T1100,-52.498146,0.0
20190106T1200,-52.658146,0.0
20190106T1300,-51.208145,0.0
20190106T1400,-50.838146,0.0
20190106T1500,-50.248146,0.0
20190106T1600,-50.088146,0.0
20190106T1700,-50.808144,0.0
20190106T1800,-51.038147,0.0
20190106T1900,-52.488144,0.0
20190106T2000,-51.508144,0.0
20190106T2100,-52.958145,0.0
20190106T2200,-53.938145,0.0
20190106T2300,-54.388145,0.0
20190107T0000,-54.698147,0.0
20190107T0100,-54.988144,0.0
20190107T0200,-54.978146,0.0
20190107T0300,-54.428146,0.0
20190107T0400,-54.538147,0.0
20190107T0500,-55.318146,0.0
20190107T0600,-54.718143,0.0
20190107T0700,-54.568146,0.0
20190107T0800,-54.658146,0.0
20190107T0900,-52.008144,0.0
20190107T1000,-51.568146,0.0
20190107T1100,-52.058144,0.0
20190107T1200,-51.748146,0.0
20190107T1300,-47.978146,0.0
20190107T1400,-47.548145,0.0
20190107T1500,-47.098145,0.0
20190107T1600,-46.278145,0.0
20190107T1700,-46.398144,0.0
20190107T1800,-46.888145,0.0
20190107T1900,-47.018147,0.0
20190107T2000,-47.038147,0.0
20190107T2100,-49.428146,0.0
20190107T2200,-49.758144,0.0
20190107T2300,-48.858147,0.0
20190108T0000,-48.638145,0.0
20190108T0100,-47.898144,0.0
20190108T0200,-47.098145,0.0
20190108T0300,-46.498146,0.0
20190108T0400,-45.308144,0.0
20190108T0500,-44.988144,0.0
20190108T0600,-44.728146,0.0
20190108T0700,-43.658146,0.0
20190108T0800,-44.068146,0.0
20190108T0900,-43.248146,0.0
20190108T1000,-43.468143,0.0
20190108T1100,-44.018147,0.0
20190108T1200,-43.068146,0.0
20190108T1300,-39.258144,0.0
20190108T1400,-39.008144,0.0
20190108T1500,-38.888145,0.0
20190108T1600,-38.058144,0.0
20190108T1700,-37.598145,0.0
20190108T1800,-37.378147,0.0
20190108T1900,-36.268147,0.0
20190108T2000,-35.768147,0.0
20190108T2100,-35.458145,0.0
20190108T2200,-35.208145,0.0
20190108T2300,-34.628147,0.0
20190109T0000,-35.028145,0.0
20190109T0100,-35.318146,0.0
20190109T0200,-35.788147,0.0
20190109T0300,-36.048145,0.0
20190109T0400,-37.098145,0.0
20190109T0500,-37.628147,0.0
20190109T0600,-38.168144,0.0
20190109T0700,-38.688145,0.0
20190109T0800,-39.098145,0.0
20190109T0900,-38.458145,0.0
20190109T1000,-38.418144,0.0
20190109T1100,-38.918144,0.0
20190109T1200,-38.678146,0.0
20190109T1300,-35.518147,0.0
20190109T1400,-35.588146,0.0
20190109T1500,-35.258144,0.0
20190109T1600,-35.558144,0.0
20190109T1700,-36.148144,0.0
20190109T1800,-36.228146,0.0
20190109T1900,-37.028145,0.0
20190109T2000,-36.628147,0.0
20190109T2100,-37.228146,0.0
20190109T2200,-36.808144,0.0
20190109T2300,-36.528145,0.0
20190110T0000,-36.468143,0.0
20190110T0100,-36.638145,0.0
20190110T0200,-36.208145,0.0
20190110T0300,-36.128147,0.0
20190110T0400,-35.898144,0.0
20190110T0500,-34.678146,0.0
20190110T0600,-34.648144,0.0
20190110T0700,-34.418144,0.0
20190110T0800,-31.968143,0.0
20190110T0900,-35.618145,0.0
20190110T1000,-35.538147,0.0
20190110T1100,-35.648144,0.0
20190110T1200,-35.278145,0.0
20190110T1300,-33.328144,0.0
20190110T1400,-33.198147,0.0
20190110T1500,-33.058144,0.0
20190110T1600,-33.068146,0.0
20190110T1700,-32.548145,0.0
20190110T1800,-32.978146,0.0
20190110T1900,-33.318146,0.0
20190110T2000,-33.008144,0.0
20190110T2100,-33.838146,0.0
20190110T2200,-33.708145,0.0
20190110T2300,-34.168144,0.0
20190111T0000,-34.268147,0.0
20190111T0100,-34.108147,0.0
20190111T0200,-32.658146,0.0
20190111T0300,-32.428146,0.0
20190111T0400,-32.728146,0.0
20190111T0500,-32.638145,0.0
20190111T0600,-32.678146,0.0
20190111T0700,-33.888145,0.0
20190111T0800,-34.138145,0.0
20190111T0900,-36.938145,0.0
20190111T1000,-36.938145,0.0
20190111T1100,-39.538147,0.0
20190111T1200,-39.928146,0.0
20190111T1300,-39.568146,0.0
20190111T1400,-39.268147,0.0
20190111T1500,-39.668144,0.0
20190111T1600,-40.428146,0.0
20190111T1700,-41.158146,0.0
20190111T1800,-41.368145,0.0
20190111T1900,-43.308144,0.0
20190111T2000,-43.028145,0.0
20190111T2100,-42.768147,0.0
20190111T2200,-42.948147,0.0
20190111T2300,-44.738144,0.0
20190112T0000,-44.828144,0.0
20190112T0100,-45.558144,0.0
20190112T0200,-45.598145,0.0
20190112T0300,-45.708145,0.0
20190112T0400,-46.198147,0.0
20190112T0500,-46.228146,0.0
20190112T0600,-46.548145,0.0
20190112T0700,-45.698147,0.0
20190112T0800,-46.008144,0.0
20190112T0900,-47.388145,0.0
20190112T1000,-47.198147,0.0
20190112T1100,-47.588146,0.0
20190112T1200,-47.168144,0.0
20190112T1300,-44.618145,0.0
20190112T1400,-44.148144,0.0
20190112T1500,-44.318146,0.0
20190112T1600,-44.038147,0.0
20190112T1700,-44.398144,0.0
20190112T1800,-44.538147,0.0
20190112T1900,-45.058144,0.0
20190112T2000,-45.518147,0.0
20190112T2100,-44.848145,0.0
20190112T2200,-44.588146,0.0
20190112T2300,-44.688145,0.0
20190113T0000,-44.158146,0.0
20190113T0100,-44.628147,0.0
20190113T0200,-44.068146,0.0
20190113T0300,-43.738144,0.0
20190113T0400,-45.028145,0.0
20190113T0500,-44.928146,0.0
20190113T0600,-45.258144,0.0
20190113T0700,-45.988144,0.0
20190113T0800,-45.928146,0.0
20190113T0900,-44.768147,0.0
20190113T1000,-44.658146,0.0
20190113T1100,-45.638145,0.0
20190113T1200,-47.498146,0.0
20190113T1300,-46.148144,0.0
20190113T1400,-46.188145,0.0
20190113T1500,-46.258144,0.0
20190113T1600,-47.228146,0.0
20190113T1700,-47.608147,0.0
20190113T1800,-47.918144,0.0
20190113T1900,-50.378147,0.0
20190113T2000,-50.688145,0.0
20190113T2100,-51.118145,0.0
20190113T2200,-51.488144,0.0
20190113T2300,-51.778145,0.0
20190114T0000,-52.318146,0.0
20190114T0100,-52.748146,0.0
20190114T0200,-53.288147,0.0
20190114T0300,-53.558144,0.0
20190114T0400,-54.298145,0.0
20190114T0500,-54.008144,0.0
20190114T0600,-54.248146,0.0
20190114T0700,-55.338146,0.0
20190114T0800,-54.928146,0.0
20190114T0900,-52.698147,0.0
20190114T1000,-52.578144,0.0
20190114T1100,-52.468143,0.0
20190114T1200,-52.768147,0.0
20190114T1300,-51.718143,0.0
20190114T1400,-50.628147,0.0
20190114T1500,-50.168144,0.0
20190114T1600,-50.448147,0.0
20190114T1700,-50.118145,0.0
20190114T1800,-49.848145,0.0
20190114T1900,-50.668144,0.0
20190114T2000,-50.238144,0.0
20190114T2100,-52.328144,0.0
20190114T2200,-52.738144,0.0
20190114T2300,-52.948147,0.0
20190115T0000,-53.408146,0.0
20190115T0100,-54.518147,0.0
20190115T0200,-54.728146,0.0
20190115T0300,-55.038147,0.0
20190115T0400,-55.608147,0.0
20190115T0500,-56.038147,0.0
20190115T0600,-56.528145,0.0
20190115T0700,-56.998146,0.0
20190115T0800,-57.168144,0.0
20190115T0900,-57.188145,0.0
20190115T1000,-57.108147,0.0
20190115T1100,-57.688145,0.0
20190115T1200,-56.748146,0.0
20190115T1300,-54.418144,0.0
20190115T1400,-54.128147,0.0
20190115T1500,-54.118145,0.0
20190115T1600,-54.258144,0.0
20190115T1700,-54.348145,0.0
20190115T1800,-54.258144,0.0
20190115T1900,-54.628147,0.0
20190115T2000,-53.948147,0.0
20190115T2100,-55.188145,0.0
20190115T2200,-54.668144,0.0
20190115T2300,-54.358147,0.0
20190116T0000,-54.168144,0.0
20190116T0100,-52.758144,0.0
20190116T0200,-52.358147,0.0
20190116T0300,-52.218143,0.0
20190116T0400,-51.498146,0.0
20190116T0500,-51.908146,0.0
20190116T0600,-51.888145,0.0
20190116T0700,-52.738144,0.0
20190116T0800,-51.688145,0.0
20190116T0900,-53.408146,0.0
20190116T1000,-53.528145,0.0
20190116T1100,-54.608147,0.0
20190116T1200,-53.988144,0.0
20190116T1300,-51.718143,0.0
20190116T1400,-51.458145,0.0
20190116T1500,-51.498146,0.0
20190116T1600,-50.938145,0.0
20190116T1700,-50.628147,0.0
20190116T1800,-51.208145,0.0
20190116T1900,-52.468143,0.0
20190116T2000,-51.448147,0.0
