Day,MIP-3H Gas (MCF),MIP-3H Cum Gas (MMCF)
5/2/2018,1.84,18350.86
5/3/2018,1.01,18351.87
5/4/2018,0.48,18352.35
5/5/2018,0.37,18352.72
5/6/2018,0.28,18353
5/7/2018,0.88,18353.88
5/8/2018,0.61,18354.49
5/9/2018,3.07,18357.56
5/10/2018,2.87,18360.43
5/11/2018,2.11,18362.54
5/12/2018,2.59,18365.13
5/13/2018,1.44,18366.57
5/14/2018,5.78,18372.35
5/15/2018,2.73,18375.08
5/16/2018,2.28,18377.36
5/17/2018,0.84,18378.2
5/18/2018,3.18,18381.38
5/19/2018,3.54,18384.92
5/20/2018,3.25,18388.17
5/21/2018,4.18,18392.35
5/22/2018,3.4,18395.75
5/23/2018,0.99,18396.74
5/24/2018,1.02,18397.76
5/25/2018,1.04,18398.8
5/26/2018,0.89,18399.69
5/27/2018,1.43,18401.12
5/28/2018,2.9,18404.02
5/29/2018,1.86,18405.88
5/30/2018,0.34,18406.22
5/31/2018,0.52,18406.74
6/1/2018,0.37,18407.11
6/2/2018,0.33,18407.44
6/3/2018,0.28,18407.72
6/4/2018,0.31,18408.03
6/5/2018,3.32,18411.35
6/6/2018,1.83,18413.18
6/7/2018,2.07,18415.25
6/8/2018,0.74,18415.99
6/9/2018,1.23,18417.22
6/10/2018,0.75,18417.97
6/11/2018,1.13,18419.1
6/12/2018,1.39,18420.49
6/13/2018,1.15,18421.64
6/14/2018,3.46,18425.1
6/15/2018,1.04,18426.14
6/16/2018,0.76,18426.9
6/17/2018,0.75,18427.65
6/18/2018,1.5,18429.15
6/19/2018,1.84,18430.99
6/20/2018,1.08,18432.07
6/21/2018,1.9,18433.97
6/22/2018,1.22,18435.19
6/23/2018,0.88,18436.07
6/24/2018,0.7,18436.77
6/25/2018,0.88,18437.65
6/26/2018,0.37,18438.02
6/27/2018,0.46,18438.48
6/28/2018,0.75,18439.23
6/29/2018,0.39,18439.62
6/30/2018,0.3,18439.92
7/1/2018,0.32,18440.24
7/2/2018,0.26,18440.5
7/3/2018,0.34,18440.84
7/4/2018,0.43,18441.27
7/5/2018,0.62,18441.89
7/6/2018,0.57,18442.46
7/7/2018,0.53,18442.99
7/8/2018,1.41,18444.4
7/9/2018,0.6,18445
7/10/2018,0.86,18445.86
7/11/2018,0.44,18446.3
7/12/2018,0.41,18446.71
7/13/2018,2.38,18449.09
7/14/2018,0,18449.09
7/15/2018,0.32,18449.41
7/16/2018,0.33,18449.74
7/17/2018,0.73,18450.47
7/18/2018,2.49,18452.96
7/19/2018,0.86,18453.82
7/20/2018,0.87,18454.69
7/21/2018,0.64,18455.33
7/22/2018,0.61,18455.94
7/23/2018,0.66,18456.6
7/24/2018,0.5,18457.1
7/25/2018,0.58,18457.68
7/26/2018,2.44,18460.12
7/27/2018,0.91,18461.03
7/28/2018,0.43,18461.46
7/29/2018,0.37,18461.83
7/30/2018,0.8,18462.63
7/31/2018,0.91,18463.54
8/1/2018,1.14,18464.68
8/2/2018,0.57,18465.25
8/3/2018,0.89,18466.14
8/4/2018,0.81,18466.95
8/5/2018,0.93,18467.88
8/6/2018,1.93,18469.81
8/7/2018,0.37,18470.18
8/8/2018,1.6,18471.78
8/9/2018,0.32,18472.1
8/10/2018,0.58,18472.68
8/11/2018,0.42,18473.1
8/12/2018,0.41,18473.51
8/13/2018,0.59,18474.1
8/14/2018,0.62,18474.72
8/15/2018,0.71,18475.43
8/16/2018,0.65,18476.08
8/17/2018,0.78,18476.86
8/18/2018,0.91,18477.77
8/19/2018,1.1,18478.87
8/20/2018,0.69,18479.56
8/21/2018,0.76,18480.32
8/22/2018,0.92,18481.24
8/23/2018,0.83,18482.07
8/24/2018,0.76,18482.83
8/25/2018,0.86,18483.69
8/26/2018,0.61,18484.3
8/27/2018,0.23,18484.53
8/28/2018,0.3,18484.83
8/29/2018,1.39,18486.22
8/30/2018,1.42,18487.64
8/31/2018,1.28,18488.92
9/1/2018,0.91,18489.83
9/2/2018,1.07,18490.9
9/3/2018,1.64,18492.54
9/4/2018,0.08,18492.62
9/5/2018,0.2,18492.82
9/6/2018,0.57,18493.39
9/7/2018,0.2,18493.59
9/8/2018,0.28,18493.87
9/9/2018,1.01,18494.88
9/10/2018,2.11,18496.99
9/11/2018,0.05,18497.04
9/12/2018,0,18497.04
9/13/2018,0,18497.04
9/14/2018,0,18497.04
9/15/2018,0,18497.04
9/16/2018,0,18497.04
9/17/2018,0,18497.04
9/18/2018,0,18497.04
9/19/2018,0,18497.04
9/20/2018,0,18497.04
9/21/2018,0,18497.04
9/22/2018,0,18497.04
9/23/2018,0,18497.04
9/24/2018,0,18497.04
9/25/2018,0,18497.04
9/26/2018,0,18497.04
9/27/2018,0,18497.04
9/28/2018,0,18497.04
9/29/2018,0,18497.04
9/30/2018,0,18497.04
10/1/2018,0,18497.04
10/2/2018,0,18497.04
10/3/2018,0,18497.04
10/4/2018,0,18497.04
10/5/2018,0,18497.04
10/6/2018,0,18497.04
10/7/2018,0,18497.04
10/8/2018,0,18497.04
10/9/2018,0,18497.04
10/10/2018,0,18497.04
10/11/2018,0,18497.04
10/12/2018,0,18497.04
10/13/2018,0,18497.04
10/14/2018,0,18497.04
10/15/2018,0,18497.04
10/16/2018,0,18497.04
10/17/2018,0,18497.04
10/18/2018,0,18497.04
10/19/2018,0.6,18497.64
10/20/2018,0.75,18498.39
10/21/2018,1.15,18499.54
10/22/2018,1.16,18500.7
10/23/2018,0.65,18501.35
10/24/2018,0.93,18502.28
10/25/2018,1.12,18503.4
10/26/2018,0.39,18503.79
10/27/2018,0.77,18504.56
10/28/2018,0.61,18505.17
10/29/2018,0.62,18505.79
10/30/2018,0.51,18506.3
10/31/2018,0.38,18506.68
11/1/2018,1.38,18508.06
11/2/2018,0.11,18508.17
11/3/2018,0.51,18508.68
11/4/2018,0.5,18509.18
11/5/2018,0.17,18509.35
11/6/2018,0.27,18509.62
11/7/2018,0.53,18510.15
11/8/2018,0.95,18511.1
11/9/2018,1.46,18512.56
11/10/2018,0.93,18513.49
11/11/2018,0.63,18514.12
11/12/2018,0.68,18514.8
11/13/2018,0.96,18515.76
11/14/2018,1.17,18516.93
11/15/2018,0.92,18517.85
11/16/2018,1.22,18519.07
11/17/2018,0.92,18519.99
11/18/2018,0.57,18520.56
11/19/2018,1.12,18521.68
11/20/2018,0.6,18522.28
11/21/2018,2.35,18524.63
11/22/2018,1.25,18525.88
11/23/2018,1.59,18527.47
11/24/2018,0.58,18528.05
11/25/2018,0.91,18528.96
11/26/2018,1.33,18530.29
11/27/2018,2.42,18532.71
11/28/2018,1.79,18534.5
11/29/2018,1.52,18536.02
11/30/2018,1.2,18537.22
12/1/2018,0.79,18538.01
12/2/2018,0.69,18538.7
12/3/2018,2.51,18541.21
12/4/2018,1.27,18542.48
12/5/2018,3.06,18545.54
12/6/2018,3.53,18549.07
12/7/2018,5.67,18554.74
12/8/2018,4.13,18558.87
12/9/2018,4.98,18563.85
12/10/2018,4.64,18568.49
12/11/2018,4.81,18573.3
12/12/2018,5.19,18578.49
12/13/2018,3.19,18581.68
12/14/2018,4.27,18585.95
12/15/2018,1.58,18587.53
12/16/2018,2.96,18590.49
12/17/2018,7.5,18597.99
12/18/2018,3.86,18601.85
12/19/2018,6.53,18608.38
12/20/2018,5.7,18614.08
12/21/2018,3.88,18617.96
12/22/2018,6.09,18624.05
12/23/2018,6.02,18630.07
12/24/2018,5.27,18635.34
12/25/2018,5.38,18640.72
12/26/2018,6.03,18646.75
12/27/2018,5.57,18652.32
12/28/2018,3.56,18655.88
12/29/2018,5.8,18661.68
12/30/2018,7.82,18669.5
12/31/2018,6.96,18676.46
1/1/2019,3.92,18680.38
1/2/2019,7.72,18688.1
1/3/2019,7.01,18695.11
1/4/2019,8.7,18703.81
1/5/2019,6.18,18709.99
1/6/2019,5.31,18715.3
1/7/2019,9.16,18724.46
1/8/2019,7.03,18731.49
1/9/2019,9.18,18740.67
1/10/2019,11.13,18751.8
1/11/2019,12.51,18764.31
1/12/2019,7.17,18771.48
1/13/2019,3.67,18775.15
1/14/2019,8.5,18783.65
1/15/2019,10.16,18793.81
1/16/2019,7.04,18800.85
1/17/2019,3.66,18804.51
1/18/2019,5.35,18809.86
1/19/2019,5.32,18815.18
1/20/2019,5.09,18820.27
1/21/2019,8.23,18828.5
1/22/2019,7.54,18836.04
1/23/2019,5.23,18841.27
1/24/2019,0.76,18842.03
1/25/2019,4.02,18846.05
1/26/2019,7.55,18853.6
1/27/2019,3.47,18857.07
1/28/2019,9.31,18866.38
1/29/2019,4.25,18870.63
1/30/2019,7.78,18878.41
1/31/2019,4.4,18882.81
2/1/2019,5.6,18888.41
2/2/2019,0.57,18888.98
2/3/2019,0,18888.98
2/4/2019,1.13,18890.11
2/5/2019,4.35,18894.46
2/6/2019,4.22,18898.68
2/7/2019,8.4,18907.08
2/8/2019,9.74,18916.82
2/9/2019,9.26,18926.08
2/10/2019,0,18926.08
2/11/2019,0,18926.08
2/12/2019,1.89,18927.97
2/13/2019,2.42,18930.39
2/14/2019,2.97,18933.36
2/15/2019,4.12,18937.48
2/16/2019,10.44,18947.92
2/17/2019,12.19,18960.11
2/18/2019,10.98,18971.09
2/19/2019,13.97,18985.06
2/20/2019,13.6,18998.66
2/21/2019,9.46,19008.12
2/22/2019,11.16,19019.28
2/23/2019,11.18,19030.46
2/24/2019,8.86,19039.32
2/25/2019,16.39,19055.71
2/26/2019,14.54,19070.25
2/27/2019,14.6,19084.85
2/28/2019,10.24,19095.09
3/1/2019,12.93,19108.02
3/2/2019,14.85,19122.87
3/3/2019,13.66,19136.53
3/4/2019,15.01,19151.54
3/5/2019,14.23,19165.77
3/6/2019,14.23,19180
3/7/2019,14.18,19194.18
3/8/2019,12.86,19207.04
3/9/2019,14.18,19221.22
3/10/2019,11.18,19232.4
3/11/2019,9.68,19242.08
3/12/2019,13.13,19255.21
3/13/2019,14.79,19270
3/14/2019,13.08,19283.08
3/15/2019,7.68,19290.76
3/16/2019,11.88,19302.64
3/17/2019,15.25,19317.89
3/18/2019,13.4,19331.29
3/19/2019,13.34,19344.63
3/20/2019,13.18,19357.81
3/21/2019,12.27,19370.08
3/22/2019,13.03,19383.11
3/23/2019,14.04,19397.15
3/24/2019,11.81,19408.96
3/25/2019,11.34,19420.3
3/26/2019,12.48,19432.78
3/27/2019,11.75,19444.53
3/28/2019,2.92,19447.45
3/29/2019,2.24,19449.69
3/30/2019,5.29,19454.98
3/31/2019,5.83,19460.81
4/1/2019,11.18,19471.99
4/2/2019,10.9,19482.89
4/3/2019,11.32,19494.21
4/4/2019,11.38,19505.59
4/5/2019,5.49,19511.08
4/6/2019,5.77,19516.85
4/7/2019,7.34,19524.19
4/8/2019,6.04,19530.23
4/9/2019,5.04,19535.27
4/10/2019,9.81,19545.08
4/11/2019,8.17,19553.25
4/12/2019,5.79,19559.04
4/13/2019,2.76,19561.8
4/14/2019,4.59,19566.39
4/15/2019,7.62,19574.01
4/16/2019,9.68,19583.69
4/17/2019,2.66,19586.35
4/18/2019,1.8,19588.15
4/19/2019,1.45,19589.6
4/20/2019,1.75,19591.35
4/21/2019,1.82,19593.17
4/22/2019,2.54,19595.71
4/23/2019,2.81,19598.52
4/24/2019,1.73,19600.25
4/25/2019,1.33,19601.58
4/26/2019,1.87,19603.45
4/27/2019,4.66,19608.11
4/28/2019,3.95,19612.06
4/29/2019,6.13,19618.19
4/30/2019,2.44,19620.63
5/1/2019,1.98,19622.61
5/2/2019,0.91,19623.52
5/3/2019,2.13,19625.65
5/4/2019,1.83,19627.48
5/5/2019,1.76,19629.24
5/6/2019,1.24,19630.48
5/7/2019,2.43,19632.91
5/8/2019,0.18,19633.09
5/9/2019,0.71,19633.8
5/10/2019,0.18,19633.98
5/11/2019,2.01,19635.99
5/12/2019,3.15,19639.14
5/13/2019,3.39,19642.53
5/14/2019,2.96,19645.49
5/15/2019,2.9,19648.39
5/16/2019,2.88,19651.27
5/17/2019,2.93,19654.2
5/18/2019,1.77,19655.97
5/19/2019,1.95,19657.92
5/20/2019,2.73,19660.65
5/21/2019,0.51,19661.16
5/22/2019,1.23,19662.39
5/23/2019,0.61,19663
5/24/2019,1,19664
5/25/2019,0.31,19664.31
5/26/2019,0.72,19665.03
5/27/2019,0.5,19665.53
5/28/2019,0.72,19666.25
5/29/2019,0.64,19666.89
5/30/2019,0.46,19667.35
5/31/2019,0.88,19668.23
6/1/2019,0.48,19668.71
6/2/2019,0.41,19669.12
6/3/2019,1.71,19670.83
6/4/2019,1.68,19672.51
6/5/2019,0.52,19673.03
6/6/2019,1.42,19674.45
6/7/2019,0.63,19675.08
6/8/2019,0.6,19675.68
6/9/2019,0.54,19676.22
6/10/2019,0.72,19676.94
6/11/2019,1.38,19678.32
6/12/2019,1,19679.32
6/13/2019,1.5,19680.82
6/14/2019,2.18,19683
6/15/2019,0.91,19683.91
6/16/2019,0.71,19684.62
6/17/2019,0.76,19685.38
6/18/2019,1.27,19686.65
6/19/2019,1.46,19688.11
6/20/2019,1.03,19689.14
6/21/2019,1.73,19690.87
6/22/2019,1.25,19692.12
6/23/2019,1.02,19693.14
6/24/2019,0.84,19693.98
6/25/2019,1.43,19695.41
6/26/2019,1.91,19697.32
6/27/2019,3.33,19700.65
6/28/2019,7.09,19707.74
6/29/2019,1.04,19708.78
6/30/2019,0,19708.78
7/1/2019,0,19708.78
7/2/2019,0.73,19709.51
7/3/2019,0.25,19709.76
7/4/2019,0.99,19710.75
7/5/2019,0.27,19711.02
7/6/2019,0.31,19711.33
7/7/2019,0.35,19711.68
7/8/2019,0.84,19712.52
7/9/2019,1.03,19713.55
7/10/2019,0.66,19714.21
7/11/2019,0.74,19714.95
7/12/2019,7.36,19722.31
7/13/2019,0.09,19722.4
7/14/2019,0,19722.4
7/15/2019,0.19,19722.59
7/16/2019,0.02,19722.61
7/17/2019,0,19722.61
7/18/2019,0,19722.61
7/19/2019,0,19722.61
7/20/2019,0,19722.61
7/21/2019,0,19722.61
7/22/2019,0,19722.61
7/23/2019,0,19722.61
7/24/2019,0,19722.61
7/25/2019,0.01,19722.62
7/26/2019,1.31,19723.93
7/27/2019,0.72,19724.65
7/28/2019,0.2,19724.85
7/29/2019,0.25,19725.1
7/30/2019,0.54,19725.64
7/31/2019,0.65,19726.29
8/1/2019,1.12,19727.41
8/2/2019,0,19727.41
8/3/2019,0,19727.41
8/4/2019,0,19727.41
8/5/2019,0,19727.41
8/6/2019,0.25,19727.66
8/7/2019,0,19727.66
8/8/2019,0,19727.66
8/9/2019,0,19727.66
8/10/2019,0,19727.66
8/11/2019,0,19727.66
8/12/2019,0,19727.66
8/13/2019,0,19727.66
8/14/2019,0,19727.66
8/15/2019,0,19727.66
8/16/2019,0,19727.66
8/17/2019,0,19727.66
8/18/2019,0,19727.66
8/19/2019,0,19727.66
8/20/2019,0,19727.66
8/21/2019,0,19727.66
8/22/2019,0,19727.66
8/23/2019,0,19727.66
8/24/2019,0,19727.66
8/25/2019,0,19727.66
8/26/2019,0,19727.66
8/27/2019,0,19727.66
8/28/2019,0,19727.66
8/29/2019,0,19727.66
8/30/2019,0,19727.66
8/31/2019,0,19727.66
9/1/2019,0,19727.66
9/2/2019,0,19727.66
9/3/2019,0,19727.66
9/4/2019,0,19727.66
9/5/2019,0,19727.66
9/6/2019,0,19727.66
9/7/2019,0,19727.66
9/8/2019,0,19727.66
9/9/2019,0,19727.66
9/10/2019,0,19727.66
9/11/2019,0,19727.66
9/12/2019,0,19727.66
9/13/2019,0,19727.66
9/14/2019,0,19727.66
9/15/2019,0,19727.66
9/16/2019,0,19727.66
9/17/2019,0,19727.66
9/18/2019,0,19727.66
9/19/2019,0,19727.66
9/20/2019,0,19727.66
9/21/2019,0,19727.66
9/22/2019,0,19727.66
9/23/2019,0,19727.66
9/24/2019,0,19727.66
9/25/2019,0,19727.66
9/26/2019,0,19727.66
9/27/2019,0,19727.66
9/28/2019,0,19727.66
9/29/2019,0,19727.66
9/30/2019,0,19727.66
10/1/2019,0,19727.66
10/2/2019,0.11,19727.77
10/3/2019,0.12,19727.89
10/4/2019,0.2,19728.09
10/5/2019,0.44,19728.53
10/6/2019,0.27,19728.8
10/7/2019,1.19,19729.99
10/8/2019,0.28,19730.27
10/9/2019,0.35,19730.62
10/10/2019,0.38,19731
10/11/2019,0.4,19731.4
10/12/2019,0.31,19731.71
10/13/2019,0.43,19732.14
10/14/2019,1.65,19733.79
10/15/2019,0.72,19734.51
10/16/2019,0.14,19734.65
10/17/2019,1.1,19735.75
10/18/2019,0.51,19736.26
10/19/2019,0.47,19736.73
10/20/2019,0.38,19737.11
10/21/2019,0.57,19737.68
10/22/2019,0.51,19738.19
10/23/2019,0.46,19738.65
10/24/2019,0.47,19739.12
10/25/2019,1.33,19740.45
10/26/2019,0.42,19740.87
10/27/2019,3.16,19744.03
10/28/2019,1.6,19745.63
10/29/2019,1.37,19747
10/30/2019,0.7,19747.7
10/31/2019,1.26,19748.96
11/1/2019,1.26,19750.22
11/2/2019,1.24,19751.46
11/3/2019,0.72,19752.18
11/4/2019,0.56,19752.74
11/5/2019,0.6,19753.34
11/6/2019,0.38,19753.72
11/7/2019,0.24,19753.96
11/8/2019,2.49,19756.45
11/9/2019,3.39,19759.84
11/10/2019,3.26,19763.1
11/11/2019,3.48,19766.58
11/12/2019,4.94,19771.52
11/13/2019,8.52,19780.04
11/14/2019,6.9,19786.94
11/15/2019,5.09,19792.03
11/16/2019,5.53,19797.56
11/17/2019,5.52,19803.08
11/18/2019,5.94,19809.02
11/19/2019,6.67,19815.69
11/20/2019,7.78,19823.47
11/21/2019,7.79,19831.26
11/22/2019,2.63,19833.89
11/23/2019,8.58,19842.47
11/24/2019,7.49,19849.96
11/25/2019,8.5,19858.46
11/26/2019,7.75,19866.21
11/27/2019,6.69,19872.9
11/28/2019,6.97,19879.87
11/29/2019,9.02,19888.89
11/30/2019,9.33,19898.22
12/1/2019,8.44,19906.66
12/2/2019,9.2,19915.86
12/3/2019,9.86,19925.72
12/4/2019,13.04,19938.76
12/5/2019,10.08,19948.84
12/6/2019,9.48,19958.32
12/7/2019,8.56,19966.88
12/8/2019,9.42,19976.3
12/9/2019,8.26,19984.56
12/10/2019,7.2,19991.76
12/11/2019,12.24,20004
12/12/2019,10.69,20014.69
12/13/2019,9.54,20024.23
12/14/2019,9.97,20034.2
12/15/2019,10.13,20044.33
12/16/2019,9.98,20054.31
12/17/2019,9.95,20064.26
12/18/2019,10.18,20074.44
12/19/2019,10.08,20084.52
12/20/2019,10.06,20094.58
12/21/2019,10.07,20104.65
12/22/2019,10.14,20114.79
12/23/2019,10.17,20124.96
12/24/2019,9.74,20134.7
12/25/2019,9.67,20144.37
12/26/2019,10.16,20154.53
12/27/2019,9.58,20164.11
12/28/2019,9.87,20173.98
12/29/2019,9.76,20183.74
12/30/2019,7.47,20191.21
12/31/2019,10.68,20201.89
1/1/2020,9.73,20211.62
1/2/2020,9.49,20221.11
1/3/2020,9.33,20230.44
1/4/2020,8.76,20239.2
1/5/2020,9.92,20249.12
1/6/2020,9.18,20258.3
1/7/2020,9.15,20267.45
1/8/2020,9.25,20276.7
1/9/2020,9.19,20285.89
1/10/2020,9.06,20294.95
1/11/2020,7.43,20302.38
1/12/2020,6.42,20308.8
1/13/2020,10.13,20318.93
1/14/2020,8.8,20327.73
1/15/2020,8.83,20336.56
1/16/2020,8.6,20345.16
1/17/2020,9.45,20354.61
1/18/2020,8.59,20363.2
1/19/2020,8.71,20371.91
1/20/2020,8.42,20380.33
1/21/2020,8.89,20389.22
1/22/2020,7.24,20396.46
1/23/2020,8.07,20404.53
1/24/2020,9.4,20413.93
1/25/2020,7.29,20421.22
1/26/2020,7.24,20428.46
1/27/2020,9.64,20438.1
1/28/2020,6.58,20444.68
1/29/2020,6.15,20450.83
1/30/2020,8.21,20459.04
1/31/2020,8.6,20467.64
2/1/2020,7.82,20475.46
2/2/2020,7.97,20483.43
2/3/2020,9.38,20492.81
2/4/2020,7.6,20500.41
2/5/2020,9.21,20509.62
2/6/2020,8.13,20517.75
2/7/2020,8.62,20526.37
2/8/2020,7.55,20533.92
2/9/2020,7.91,20541.83
2/10/2020,9.27,20551.1
2/11/2020,8.79,20559.89
2/12/2020,8.01,20567.9
2/13/2020,8.72,20576.62
2/14/2020,9.01,20585.63
2/15/2020,7.13,20592.76
2/16/2020,7.83,20600.59
2/17/2020,8.52,20609.11
2/18/2020,9.54,20618.65
2/19/2020,8.01,20626.66
2/20/2020,7.72,20634.38
2/21/2020,8.69,20643.07
2/22/2020,7.01,20650.08
2/23/2020,8.13,20658.21
2/24/2020,8.71,20666.92
2/25/2020,8.44,20675.36
2/26/2020,7.24,20682.6
2/27/2020,8.77,20691.37
2/28/2020,7.4,20698.77
2/29/2020,7.51,20706.28
3/1/2020,7.48,20713.76
3/2/2020,8.43,20722.19
3/3/2020,7.45,20729.64
3/4/2020,7.73,20737.37
3/5/2020,8.57,20745.94
3/6/2020,7.52,20753.46
3/7/2020,8.23,20761.69
3/8/2020,7.18,20768.87
3/9/2020,8.37,20777.24
3/10/2020,7.25,20784.49
3/11/2020,8.25,20792.74
3/12/2020,7.86,20800.6
3/13/2020,6.55,20807.15
3/14/2020,6.42,20813.57
3/15/2020,7.24,20820.81
3/16/2020,7.35,20828.16
3/17/2020,6.78,20834.94
3/18/2020,7.92,20842.86
3/19/2020,5.58,20848.44
3/20/2020,4.46,20852.9
3/21/2020,6.15,20859.05
3/22/2020,7.53,20866.58
3/23/2020,6.93,20873.51
3/24/2020,6.92,20880.43
3/25/2020,6.71,20887.14
3/26/2020,6.86,20894
3/27/2020,6.14,20900.14
3/28/2020,5.23,20905.37
3/29/2020,2.93,20908.3
3/30/2020,3.97,20912.27
3/31/2020,5.36,20917.63
4/1/2020,4.94,20922.57
4/2/2020,5.15,20927.72
4/3/2020,7.69,20935.41
4/4/2020,6.68,20942.09
4/5/2020,5.77,20947.86
4/6/2020,5.42,20953.28
4/7/2020,2.67,20955.95
4/8/2020,3.79,20959.74
4/9/2020,3.23,20962.97
4/10/2020,7.34,20970.31
4/11/2020,7.22,20977.53
4/12/2020,6.88,20984.41
4/13/2020,3.89,20988.3
4/14/2020,7.01,20995.31
4/15/2020,6.8,21002.11
4/16/2020,6.95,21009.06
4/17/2020,6.9,21015.96
4/18/2020,6.55,21022.51
4/19/2020,6.64,21029.15
4/20/2020,7.34,21036.49
4/21/2020,6.26,21042.75
4/22/2020,6.61,21049.36
4/23/2020,7.83,21057.19
4/24/2020,5.51,21062.7
4/25/2020,6.14,21068.84
4/26/2020,4.82,21073.66
4/27/2020,6.13,21079.79
4/28/2020,6.71,21086.5
4/29/2020,6.48,21092.98
4/30/2020,3.35,21096.33
5/1/2020,6.37,21102.7
5/2/2020,6.3,21109
5/3/2020,3.17,21112.17
5/4/2020,3.92,21116.09
5/5/2020,5.2,21121.29
5/6/2020,6.76,21128.05
5/7/2020,6.34,21134.39
5/8/2020,6.08,21140.47
5/9/2020,6.47,21146.94
5/10/2020,5.54,21152.48
5/11/2020,6.14,21158.62
5/12/2020,6.7,21165.32
5/13/2020,6.25,21171.57
5/14/2020,5.07,21176.64
5/15/2020,3.81,21180.45
5/16/2020,2.68,21183.13
5/17/2020,2.56,21185.69
5/18/2020,3.12,21188.81
5/19/2020,3.26,21192.07
5/20/2020,6.14,21198.21
5/21/2020,6.54,21204.75
5/22/2020,4.08,21208.83
5/23/2020,3.31,21212.14
5/24/2020,3.71,21215.85
5/25/2020,3.36,21219.21
5/26/2020,5.42,21224.63
5/27/2020,6.22,21230.85
5/28/2020,6.22,21237.07
5/29/2020,5.12,21242.19
5/30/2020,1.68,21243.87
5/31/2020,2.81,21246.68
6/1/2020,2.81,21246.68
6/2/2020,4.02,21250.7
6/3/2020,4.22,21254.92
6/4/2020,1.88,21256.8
6/5/2020,0.69,21257.49
6/6/2020,0.07,21257.56
6/7/2020,0.03,21257.59
6/8/2020,0.21,21257.8
6/9/2020,0.29,21258.09
6/10/2020,0.17,21258.26
6/11/2020,0.32,21258.58
6/12/2020,0.03,21258.61
6/13/2020,0.43,21259.04
6/14/2020,0.14,21259.18
6/15/2020,0.37,21259.55
6/16/2020,0.34,21259.89
6/17/2020,1.03,21260.92
6/18/2020,0.08,21261
6/19/2020,1.19,21262.19
6/20/2020,0.2,21262.39
6/21/2020,0.22,21262.61
6/22/2020,0.11,21262.72
6/23/2020,0.3,21263.02
6/24/2020,0.32,21263.34
6/25/2020,0.29,21263.63
6/26/2020,2.35,21265.98
6/27/2020,3.34,21269.32
6/28/2020,1.81,21271.13
6/29/2020,1.53,21272.66
6/30/2020,1.36,21274.02
7/1/2020,0,21274.02
7/2/2020,0.44,21274.46
7/3/2020,0.44,21274.9
7/4/2020,0.89,21275.79
7/5/2020,0.83,21276.62
7/6/2020,1.6,21278.22
7/7/2020,0.57,21278.79
7/8/2020,1.04,21279.83
7/9/2020,0.09,21279.92
7/10/2020,1.5,21281.42
7/11/2020,0.28,21281.7
7/12/2020,1.07,21282.77
7/13/2020,4.32,21287.09
7/14/2020,1.89,21288.98
7/15/2020,0.74,21289.72
7/16/2020,1.58,21291.3
7/17/2020,1.03,21292.33
7/18/2020,1.07,21293.4
7/19/2020,0.34,21293.74
7/20/2020,0.48,21294.22
7/21/2020,0.35,21294.57
7/22/2020,1.79,21296.36
7/23/2020,1.25,21297.61
7/24/2020,2.06,21299.67
7/25/2020,2.23,21301.9
7/26/2020,0.83,21302.73
7/27/2020,1.6,21304.33
7/28/2020,0.78,21305.11
7/29/2020,2.91,21308.02
7/30/2020,0.62,21308.64
7/31/2020,2.51,21311.15
8/1/2020,1.28,21312.43
8/2/2020,0.81,21313.24
8/3/2020,0.83,21314.07
8/4/2020,2.12,21316.19
8/5/2020,2.72,21318.91
8/6/2020,1.29,21320.2
8/7/2020,0.92,21321.12
8/8/2020,0.56,21321.68
8/9/2020,0.79,21322.47
8/10/2020,1.77,21324.24
8/11/2020,1.51,21325.75
8/12/2020,0.26,21326.01
8/13/2020,0.17,21326.18
8/14/2020,1.24,21327.42
8/15/2020,0.21,21327.63
8/16/2020,1.16,21328.79
8/17/2020,2.59,21331.38
8/18/2020,0.8,21332.18
8/19/2020,0.26,21332.44
8/20/2020,1.29,21333.73
8/21/2020,0.2,21333.93
8/22/2020,0.33,21334.26
8/23/2020,0.48,21334.74
8/24/2020,1.19,21335.93
8/25/2020,0.33,21336.26
8/26/2020,0.21,21336.47
8/27/2020,1.55,21338.02
8/28/2020,9.65,21347.67
8/29/2020,6.02,21353.69
8/30/2020,3.9,21357.59
8/31/2020,4.38,21361.97
9/1/2020,1.1,21363.07
9/2/2020,2.55,21365.62
9/3/2020,4.55,21370.17
9/4/2020,4.89,21375.06
9/5/2020,4.41,21379.47
9/6/2020,4.02,21383.49
9/7/2020,4.37,21387.86
9/8/2020,5.01,21392.87
9/9/2020,4.45,21397.32
9/10/2020,4.26,21401.58
9/11/2020,4.32,21405.9
9/12/2020,4.41,21410.31
9/13/2020,4.04,21414.35
9/14/2020,6.46,21420.81
9/15/2020,5.03,21425.84
9/16/2020,3.71,21429.55
9/17/2020,3.85,21433.4
9/18/2020,5.47,21438.87
9/19/2020,4.66,21443.53
9/20/2020,5.6,21449.13
9/21/2020,5.3,21454.43
9/22/2020,5.57,21460
9/23/2020,4.95,21464.95
9/24/2020,4.15,21469.1
9/25/2020,4.81,21473.91
9/26/2020,3.49,21477.4
9/27/2020,4.77,21482.17
9/28/2020,4.66,21486.83
9/29/2020,5.11,21491.94
9/30/2020,4.28,21496.22
10/1/2020,4.82,21501.04
10/2/2020,4.81,21505.85
10/3/2020,3.25,21509.1
10/4/2020,3.94,21513.04
10/5/2020,5.48,21518.52
