Day,MIP-3H Gas (MCF),MIP-3H Cum Gas (MMCF)
10/6/2020,4.92,21523.44
10/7/2020,4.63,21528.07
10/8/2020,4.18,21532.25
10/9/2020,3.77,21536.02
10/10/2020,3.51,21539.53
10/11/2020,4.62,21544.15
10/12/2020,4.93,21549.08
10/13/2020,4.53,21553.61
10/14/2020,4.88,21558.49
10/15/2020,5.52,21564.01
10/16/2020,3.78,21567.79
10/17/2020,3.94,21571.73
10/18/2020,3.93,21575.66
10/19/2020,5.19,21580.85
10/20/2020,3.65,21584.5
10/21/2020,4.19,21588.69
10/22/2020,3.2,21591.89
10/23/2020,3.96,21595.85
10/24/2020,2.58,21598.43
10/25/2020,4.21,21602.64
10/26/2020,5.24,21607.88
10/27/2020,3.77,21611.65
10/28/2020,3.56,21615.21
10/29/2020,4.68,21619.89
10/30/2020,4.93,21624.82
10/31/2020,4.53,21629.35
11/1/2020,3.78,21633.13
11/2/2020,3.94,21637.07
11/3/2020,3.93,21641
11/4/2020,5.19,21646.19
11/5/2020,3.22,21649.41
11/6/2020,3.96,21653.37
11/7/2020,3.41,21656.78
11/8/2020,4.21,21660.99
11/9/2020,4.18,21665.17
11/10/2020,3.77,21668.94
11/11/2020,3.56,21672.5
11/12/2020,4.68,21677.18
11/13/2020,4.93,21682.11
11/14/2020,4.53,21686.64
11/15/2020,3.78,21690.42
11/16/2020,3.94,21694.36
11/17/2020,0.13,21694.49
11/18/2020,0.13,21694.62
11/19/2020,0.13,21694.75
11/20/2020,4.62,21699.37
11/21/2020,4.11,21703.48
11/22/2020,4.4,21707.88
11/23/2020,5.62,21713.5
11/24/2020,2.9,21716.4
11/25/2020,3.67,21720.07
11/26/2020,4.27,21724.34
11/27/2020,3.09,21727.43
11/28/2020,3.9,21731.33
11/29/2020,3.47,21734.8
11/30/2020,4.63,21739.43
12/1/2020,3.99,21743.42
12/2/2020,4.05,21747.47
12/3/2020,11.51,21758.98
12/4/2020,5.21,21764.19
12/5/2020,2.87,21767.06
12/6/2020,3.09,21770.15
12/7/2020,4.49,21774.64
12/8/2020,5.64,21780.28
12/9/2020,4.52,21784.8
12/10/2020,5.24,21790.04
12/11/2020,2.75,21792.79
12/12/2020,4.36,21797.15
12/13/2020,4.85,21802
12/14/2020,5.07,21807.07
12/15/2020,4.69,21811.76
12/16/2020,4.1,21815.86
12/17/2020,3.72,21819.58
12/18/2020,4.47,21824.05
12/19/2020,3.74,21827.79
12/20/2020,4.31,21832.1
12/21/2020,4.63,21836.73
12/22/2020,4.18,21840.91
12/23/2020,5.21,21846.12
12/24/2020,4.02,21850.14
12/25/2020,3.77,21853.91
12/26/2020,4.14,21858.05
12/27/2020,4.33,21862.38
12/28/2020,4.55,21866.93
12/29/2020,4.15,21871.08
12/30/2020,5.71,21876.79
12/31/2020,3.98,21880.77
1/1/2021,0,21880.77
1/2/2021,0,21880.77
1/3/2021,0,21880.77
1/4/2021,0,21880.77
1/5/2021,0,21880.77
1/6/2021,0,21880.77
1/7/2021,0,21880.77
1/8/2021,0,21880.77
1/9/2021,0,21880.77
1/10/2021,0,21880.77
1/11/2021,0,21880.77
1/12/2021,0,21880.77
1/13/2021,0,21880.77
1/14/2021,0,21880.77
1/15/2021,0,21880.77
1/16/2021,0,21880.77
1/17/2021,0,21880.77
1/18/2021,0,21880.77
1/19/2021,0,21880.77
1/20/2021,0,21880.77
1/21/2021,0,21880.77
1/22/2021,0,21880.77
1/23/2021,0,21880.77
1/24/2021,0,21880.77
1/25/2021,0,21880.77
1/26/2021,0,21880.77
1/27/2021,0,21880.77
1/28/2021,0,21880.77
1/29/2021,0,21880.77
1/30/2021,0,21880.77
1/31/2021,0,21880.77
2/1/2021,0,21880.77
2/2/2021,0,21880.77
2/3/2021,0,21880.77
2/4/2021,0,21880.77
2/5/2021,0,21880.77
2/6/2021,0,21880.77
2/7/2021,0,21880.77
2/8/2021,0,21880.77
2/9/2021,0,21880.77
2/10/2021,0,21880.77
2/11/2021,0,21880.77
2/12/2021,0,21880.77
2/13/2021,0,21880.77
2/14/2021,0,21880.77
2/15/2021,0,21880.77
2/16/2021,0,21880.77
2/17/2021,0,21880.77
2/18/2021,0,21880.77
2/19/2021,0,21880.77
2/20/2021,0,21880.77
2/21/2021,0,21880.77
2/22/2021,0,21880.77
2/23/2021,0,21880.77
2/24/2021,0,21880.77
2/25/2021,0,21880.77
2/26/2021,0,21880.77
2/27/2021,0,21880.77
2/28/2021,0,21880.77
3/1/2021,0,21880.77
3/2/2021,0,21880.77
3/3/2021,0,21880.77
3/4/2021,0,21880.77
3/5/2021,0,21880.77
3/6/2021,0,21880.77
3/7/2021,0,21880.77
3/8/2021,0,21880.77
3/9/2021,0,21880.77
3/10/2021,0,21880.77
3/11/2021,0,21880.77
3/12/2021,0,21880.77
3/13/2021,0,21880.77
3/14/2021,0,21880.77
3/15/2021,0,21880.77
3/16/2021,0,21880.77
3/17/2021,0,21880.77
3/18/2021,0,21880.77
3/19/2021,0,21880.77
3/20/2021,0,21880.77
3/21/2021,0,21880.77
3/22/2021,0,21880.77
3/23/2021,0,21880.77
3/24/2021,0,21880.77
3/25/2021,0,21880.77
3/26/2021,0,21880.77
3/27/2021,0,21880.77
3/28/2021,0,21880.77
3/29/2021,0,21880.77
3/30/2021,0,21880.77
3/31/2021,0,21880.77
4/1/2021,0,21880.77
4/2/2021,0,21880.77
4/3/2021,0,21880.77
4/4/2021,0,21880.77
4/5/2021,0,21880.77
4/6/2021,0,21880.77
4/7/2021,0,21880.77
4/8/2021,0,21880.77
4/9/2021,0,21880.77
4/10/2021,0,21880.77
4/11/2021,0,21880.77
4/12/2021,0,21880.77
4/13/2021,0,21880.77
4/14/2021,0,21880.77
4/15/2021,0,21880.77
4/16/2021,0,21880.77
4/17/2021,0,21880.77
4/18/2021,0,21880.77
4/19/2021,0,21880.77
4/20/2021,0,21880.77
4/21/2021,0,21880.77
4/22/2021,0,21880.77
4/23/2021,0,21880.77
4/24/2021,0,21880.77
4/25/2021,0,21880.77
4/26/2021,0,21880.77
4/27/2021,0,21880.77
4/28/2021,0,21880.77
4/29/2021,0,21880.77
4/30/2021,0,21880.77
5/1/2021,0,21880.77
5/2/2021,0,21880.77
5/3/2021,0,21880.77
5/4/2021,0,21880.77
5/5/2021,0,21880.77
5/6/2021,0,21880.77
5/7/2021,0,21880.77
5/8/2021,0,21880.77
5/9/2021,0,21880.77
5/10/2021,0,21880.77
5/11/2021,0,21880.77
5/12/2021,0,21880.77
5/13/2021,0,21880.77
5/14/2021,0,21880.77
5/15/2021,0,21880.77
5/16/2021,0,21880.77
5/17/2021,0,21880.77
5/18/2021,0,21880.77
5/19/2021,0,21880.77
5/20/2021,0,21880.77
5/21/2021,0,21880.77
5/22/2021,0,21880.77
5/23/2021,0,21880.77
5/24/2021,0,21880.77
5/25/2021,0,21880.77
5/26/2021,0,21880.77
5/27/2021,0,21880.77
5/28/2021,0,21880.77
5/29/2021,0,21880.77
5/30/2021,0,21880.77
5/31/2021,0,21880.77
6/1/2021,7.765448814,21888.53545
6/2/2021,3.014008349,21891.54946
6/3/2021,57.05690267,21948.60636
6/4/2021,5.795987636,21954.40235
6/5/2021,4.092415529,21958.49476
6/6/2021,3.51594777,21962.01071
6/7/2021,1.373390048,21963.3841
6/8/2021,2.422002654,21965.8061
6/9/2021,0.562601645,21966.36871
6/10/2021,1.879558796,21968.24826
6/11/2021,4.043532205,21972.2918
6/12/2021,0.893108164,21973.1849
6/13/2021,1.385259023,21974.57016
6/14/2021,3.381416782,21977.95158
6/15/2021,3.588347021,21981.53993
6/16/2021,5.18583289,21986.72576
6/17/2021,4.453721772,21991.17948
6/18/2021,3.173797117,21994.35328
6/19/2021,2.238944162,21996.59222
6/20/2021,2.75269686,21999.34492
6/21/2021,4.981757063,22004.32668
6/22/2021,3.012186575,22007.33886
6/23/2021,4.099828607,22011.43869
6/24/2021,3.725898784,22015.16459
6/25/2021,3.547338841,22018.71193
6/26/2021,2.703764728,22021.41569
6/27/2021,3.262631305,22024.67833
6/28/2021,5.635488023,22030.31381
6/29/2021,2.012707911,22032.32652
6/30/2021,3.258409493,22035.58493
7/1/2021,2.712496803,22038.29743
7/2/2021,4.432132866,22042.72956
7/3/2021,2.077775895,22044.80734
7/4/2021,3.164402238,22047.97174
7/5/2021,3.545271215,22051.51701
7/6/2021,4.948952142,22056.46596
7/7/2021,2.878037305,22059.344
7/8/2021,2.895105693,22062.23911
