Day,MIP-3H Gas (MCF),MIP-3H Cum Gas (MMCF)
3/5/2018,346.31,2507.240551
3/6/2018,3960.5,2507.586861
3/7/2018,3281.13,2511.547361
3/8/2018,3390.19,2514.828491
3/9/2018,3583.69,2518.218681
3/10/2018,3863.56,2521.802371
3/11/2018,3780,2525.665931
3/12/2018,3727.69,2529.445931
3/13/2018,2139.19,2533.173621
3/14/2018,3543.19,2535.312811
3/15/2018,3892,2538.856001
3/16/2018,3778,2542.748001
3/17/2018,3731,2546.526001
3/18/2018,3708.75,2550.257001
3/19/2018,3698.31,2553.965751
3/20/2018,3684.81,2557.664061
3/21/2018,3681.13,2561.348871
3/22/2018,3668.63,2565.030001
3/23/2018,3659.94,2568.698631
3/24/2018,3655.88,2572.358571
3/25/2018,3646.5,2576.014451
3/26/2018,3067.81,2579.660951
3/27/2018,3838.25,2582.728761
3/28/2018,3675.75,2586.567011
3/29/2018,3518.94,2590.242761
3/30/2018,3403,2593.761701
3/31/2018,3664.63,2597.164701
4/1/2018,3632.75,2600.797451
4/2/2018,3632.44,2604.429891
4/3/2018,3627.19,2608.057081
4/4/2018,3609.13,2611.666211
4/5/2018,3612.5,2615.278711
4/6/2018,3597.75,2618.876461
4/7/2018,3558.63,2622.435091
4/8/2018,3595.25,2626.030341
4/9/2018,3575.06,2629.605401
4/10/2018,1163.19,2630.768591
4/11/2018,1096.19,2631.864781
4/12/2018,3689.5,2635.554281
4/13/2018,2477,2638.031281
4/14/2018,1309.5,2639.340781
4/15/2018,1682.75,2641.023531
4/16/2018,2367.06,2643.390591
4/17/2018,3795.69,2647.186281
4/18/2018,3824,2651.010281
4/19/2018,2227.75,2653.238031
4/20/2018,3744.69,2656.982721
4/21/2018,3807.31,2660.790031
4/22/2018,3768.69,2664.558721
4/23/2018,3349.56,2667.908281
4/24/2018,3185.44,2671.093721
4/25/2018,3603.88,2674.697601
4/26/2018,3436.31,2678.133911
4/27/2018,3518.44,2681.652351
4/28/2018,2107.31,2683.759661
4/29/2018,3027.19,2686.786851
4/30/2018,3619.25,2690.406101
5/1/2018,3310.69,2693.716791
5/2/2018,1985.94,2695.702731
5/3/2018,1540.06,2697.242791
5/4/2018,816.13,2698.058921
5/5/2018,1382.25,2699.441171
5/6/2018,1365.88,2700.807051
5/7/2018,963.94,2701.770991
5/8/2018,1463.19,2703.234181
5/9/2018,2790,2706.024181
5/10/2018,3030.31,2709.054491
5/11/2018,3004.06,2712.058551
5/12/2018,2879.31,2714.937861
5/13/2018,2035.5,2716.973361
5/14/2018,2056.25,2719.029611
5/15/2018,2496.63,2721.526241
5/16/2018,2270.56,2723.796801
5/17/2018,1589,2725.385801
5/18/2018,2663.63,2728.049431
5/19/2018,3379.69,2731.429121
5/20/2018,3372.94,2734.802061
5/21/2018,3357.25,2738.159311
5/22/2018,1750.13,2739.909441
5/23/2018,1433.31,2741.342751
5/24/2018,2053,2743.395751
5/25/2018,1769.75,2745.165501
5/26/2018,1701.44,2746.866941
5/27/2018,1889.44,2748.756381
5/28/2018,2025.38,2750.781761
5/29/2018,1873.38,2752.655141
5/30/2018,1195.81,2753.850951
5/31/2018,1322.19,2755.173141
6/1/2018,1238.38,2756.411521
6/2/2018,1250.19,2757.661711
6/3/2018,1230,2758.891711
6/4/2018,1366.13,2760.257841
6/5/2018,1781.19,2762.039031
6/6/2018,1529.38,2763.568411
6/7/2018,1677.25,2765.245661
6/8/2018,1330.81,2766.576471
6/9/2018,1630,2768.206471
6/10/2018,1419.44,2769.625911
6/11/2018,1638.19,2771.264101
6/12/2018,1477.31,2772.741411
6/13/2018,1800.69,2774.542101
6/14/2018,1922.06,2776.464161
6/15/2018,1439,2777.903161
6/16/2018,1461.13,2779.364291
6/17/2018,1729,2781.093291
6/18/2018,1845.56,2782.938851
6/19/2018,1337.63,2784.276481
6/20/2018,1431.38,2785.707861
6/21/2018,1049.88,2786.757741
6/22/2018,793,2787.550741
6/23/2018,801.69,2788.352431
6/24/2018,800.13,2789.152561
6/25/2018,1017.31,2790.169871
6/26/2018,1002.06,2791.171931
6/27/2018,1224.81,2792.396741
6/28/2018,1325.81,2793.722551
6/29/2018,659.25,2794.381801
6/30/2018,766.38,2795.148181
7/1/2018,743.31,2795.891491
7/2/2018,769.13,2796.660621
7/3/2018,145.25,2796.805871
7/4/2018,795.69,2797.601561
7/5/2018,1041.88,2798.643441
7/6/2018,1266.19,2799.909631
7/7/2018,1414.88,2801.324511
7/8/2018,1152.44,2802.476951
7/9/2018,243.19,2802.720141
7/10/2018,1276.13,2803.996271
7/11/2018,1197.25,2805.193521
7/12/2018,1386.88,2806.580401
7/13/2018,2093.56,2808.673961
7/14/2018,0,2808.673961
7/15/2018,1848.75,2810.522711
7/16/2018,2077.94,2812.600651
7/17/2018,2254.38,2814.855031
7/18/2018,1578.25,2816.433281
7/19/2018,1638.38,2818.071661
7/20/2018,1712.94,2819.784601
7/21/2018,1842.5,2821.627101
7/22/2018,1965.5,2823.592601
7/23/2018,2162.63,2825.755231
7/24/2018,2362.13,2828.117361
7/25/2018,2444.81,2830.562171
7/26/2018,2471.25,2833.033421
7/27/2018,1704.81,2834.738231
7/28/2018,1743.38,2836.481611
7/29/2018,2039.5,2838.521111
7/30/2018,2082.19,2840.603301
7/31/2018,2243.69,2842.846991
8/1/2018,2081,2844.927991
8/2/2018,1857.56,2846.785551
8/3/2018,2886.88,2849.672431
8/4/2018,2915.13,2852.587561
8/5/2018,2432.44,2855.020001
8/6/2018,1461.13,2856.481131
8/7/2018,1720.19,2858.201321
8/8/2018,1538.5,2859.739821
8/9/2018,2271.06,2862.010881
8/10/2018,1143,2863.153881
8/11/2018,1669.69,2864.823571
8/12/2018,2018.5,2866.842071
8/13/2018,2162.38,2869.004451
8/14/2018,2242.38,2871.246831
8/15/2018,1602.13,2872.848961
8/16/2018,1760.69,2874.609651
8/17/2018,1806,2876.415651
8/18/2018,1901.38,2878.317031
8/19/2018,1984.38,2880.301411
8/20/2018,2142.56,2882.443971
8/21/2018,2017.69,2884.461661
8/22/2018,2221.75,2886.683411
8/23/2018,2295.69,2888.979101
8/24/2018,1938.56,2890.917661
8/25/2018,1677.06,2892.594721
8/26/2018,2528.38,2895.123101
8/27/2018,2154.44,2897.277541
8/28/2018,2906.56,2900.184101
8/29/2018,3553.31,2903.737411
8/30/2018,3633.94,2907.371351
8/31/2018,3797.19,2911.168541
9/1/2018,3802.25,2914.970791
9/2/2018,3790.5,2918.761291
9/3/2018,3061.63,2921.822921
9/4/2018,2244,2924.066921
9/5/2018,2251.31,2926.318231
9/6/2018,1776.56,2928.094791
9/7/2018,2049.31,2930.144101
9/8/2018,2387.13,2932.531231
9/9/2018,2974.75,2935.505981
9/10/2018,3129.88,2938.635861
9/11/2018,76.38,2938.712241
9/12/2018,0,2938.712241
9/13/2018,0,2938.712241
9/14/2018,0,2938.712241
9/15/2018,0,2938.712241
9/16/2018,0,2938.712241
9/17/2018,0,2938.712241
9/18/2018,0,2938.712241
9/19/2018,0,2938.712241
9/20/2018,0,2938.712241
9/21/2018,0,2938.712241
9/22/2018,0,2938.712241
9/23/2018,0,2938.712241
9/24/2018,0,2938.712241
9/25/2018,0,2938.712241
9/26/2018,0,2938.712241
9/27/2018,0,2938.712241
9/28/2018,0,2938.712241
9/29/2018,0,2938.712241
9/30/2018,0,2938.712241
10/1/2018,0,2938.712241
10/2/2018,0,2938.712241
10/3/2018,0,2938.712241
10/4/2018,0,2938.712241
10/5/2018,0,2938.712241
10/6/2018,0,2938.712241
10/7/2018,0,2938.712241
10/8/2018,0,2938.712241
10/9/2018,0,2938.712241
10/10/2018,0,2938.712241
10/11/2018,0,2938.712241
10/12/2018,0,2938.712241
10/13/2018,0,2938.712241
10/14/2018,0,2938.712241
10/15/2018,0,2938.712241
10/16/2018,0,2938.712241
10/17/2018,0,2938.712241
10/18/2018,0,2938.712241
10/19/2018,4303.31,2943.015551
10/20/2018,4912.63,2947.928181
10/21/2018,4477.13,2952.405311
10/22/2018,4013.38,2956.418691
10/23/2018,3276.38,2959.695071
10/24/2018,3115.56,2962.810631
10/25/2018,2775.44,2965.586071
10/26/2018,1317.5,2966.903571
10/27/2018,1264.06,2968.167631
10/28/2018,1197.94,2969.365571
10/29/2018,1144.94,2970.510511
10/30/2018,1124.88,2971.635391
10/31/2018,856.31,2972.491701
11/1/2018,932.25,2973.423951
11/2/2018,518.88,2973.942831
11/3/2018,944.56,2974.887391
11/4/2018,992.81,2975.880201
11/5/2018,276.69,2976.156891
11/6/2018,1563.75,2977.720641
11/7/2018,1677.94,2979.398581
11/8/2018,1717.43,2981.116011
11/9/2018,2598.94,2983.714951
11/10/2018,2592.58,2986.307531
11/11/2018,2610.05,2988.917581
11/12/2018,762.28,2989.679861
11/13/2018,1723.54,2991.403401
11/14/2018,2368.4,2993.771801
11/15/2018,2430.63,2996.202431
11/16/2018,2387.42,2998.589851
11/17/2018,2524.62,3001.114471
11/18/2018,2510.18,3003.624651
11/19/2018,2503.07,3006.127721
11/20/2018,2490.41,3008.618131
11/21/2018,2473.18,3011.091311
11/22/2018,2456.65,3013.547961
11/23/2018,2450.3,3015.998261
11/24/2018,2485.14,3018.483401
11/25/2018,2469.43,3020.952831
11/26/2018,2469.07,3023.421901
11/27/2018,2423.1,3025.845001
11/28/2018,2399.27,3028.244271
11/29/2018,2391.27,3030.635541
11/30/2018,2417.9,3033.053441
12/1/2018,2426.35,3035.479791
12/2/2018,2420.82,3037.900611
12/3/2018,2416.23,3040.316841
12/4/2018,2394.89,3042.711731
12/5/2018,2485.72,3045.197451
12/6/2018,2871.87,3048.069321
12/7/2018,3624.99,3051.694311
12/8/2018,3788.19,3055.482501
12/9/2018,3691.44,3059.173941
12/10/2018,3675.69,3062.849631
12/11/2018,3628.74,3066.478371
12/12/2018,3628.04,3070.106411
12/13/2018,3595.45,3073.701861
12/14/2018,3539.77,3077.241631
12/15/2018,3511.85,3080.753481
12/16/2018,3496.06,3084.249541
12/17/2018,3461.82,3087.711361
12/18/2018,3240.85,3090.952211
12/19/2018,3434.32,3094.386531
12/20/2018,3047.83,3097.434361
12/21/2018,2874.86,3100.309221
12/22/2018,2818.77,3103.127991
12/23/2018,2873.31,3106.001301
12/24/2018,2910.05,3108.911351
12/25/2018,2896.76,3111.808111
12/26/2018,2873.69,3114.681801
12/27/2018,2877.36,3117.559161
12/28/2018,2911.19,3120.470351
12/29/2018,2857.48,3123.327831
12/30/2018,2868.28,3126.196111
12/31/2018,3195.63,3129.391741
1/1/2019,3211.05,3132.602791
1/2/2019,3219.72,3135.822511
1/3/2019,3228.56,3139.051071
1/4/2019,3300.27,3142.351341
1/5/2019,3972.27,3146.323611
1/6/2019,3878.89,3150.202501
1/7/2019,3262.48,3153.464981
1/8/2019,3293.98,3156.758961
1/9/2019,3329.72,3160.088681
1/10/2019,4339.09,3164.427771
1/11/2019,4913.45,3169.341221
1/12/2019,4820.41,3174.161631
1/13/2019,4745.61,3178.907241
1/14/2019,4711.88,3183.619121
1/15/2019,4675.8,3188.294921
1/16/2019,4646.47,3192.941391
1/17/2019,4619.78,3197.561171
1/18/2019,3935.59,3201.496761
1/19/2019,3695,3205.191761
1/20/2019,3660.63,3208.852391
1/21/2019,3788.05,3212.640441
1/22/2019,3799.39,3216.439831
1/23/2019,3797.5,3220.237331
1/24/2019,3955.48,3224.192811
1/25/2019,3987.02,3228.179831
1/26/2019,3978,3232.157831
1/27/2019,3996.45,3236.154281
1/28/2019,3981.83,3240.136111
1/29/2019,3977.73,3244.113841
1/30/2019,3936.25,3248.050091
1/31/2019,3849.53,3251.899621
2/1/2019,3848.03,3255.747651
2/2/2019,1467.44,3257.215091
2/3/2019,0,3257.215091
2/4/2019,413.66,3257.628751
2/5/2019,4438.69,3262.067441
2/6/2019,2223.41,3264.290851
2/7/2019,5173.31,3269.464161
2/8/2019,2958.66,3272.422821
2/9/2019,1318.68,3273.741501
2/10/2019,1318.68,3275.060181
2/11/2019,1318.68,3276.378861
2/12/2019,4186.75,3280.565611
2/13/2019,4178.81,3284.744421
2/14/2019,4191.19,3288.935611
2/15/2019,3916.78,3292.852391
2/16/2019,3845.88,3296.698271
2/17/2019,3857.84,3300.556111
2/18/2019,3802.38,3304.358491
2/19/2019,3865.22,3308.223711
2/20/2019,3989.63,3312.213341
2/21/2019,3869.56,3316.082901
2/22/2019,3833.38,3319.916281
2/23/2019,3807.75,3323.724031
2/24/2019,3782.75,3327.506781
2/25/2019,3783.97,3331.290751
2/26/2019,3786.47,3335.077221
2/27/2019,3810.72,3338.887941
2/28/2019,3728.56,3342.616501
3/1/2019,3698.06,3346.314561
3/2/2019,3705.22,3350.019781
3/3/2019,3694.69,3353.714471
3/4/2019,3718.63,3357.433101
3/5/2019,3711.19,3361.144291
3/6/2019,3784.44,3364.928731
3/7/2019,3764.88,3368.693611
3/8/2019,3708.56,3372.402171
3/9/2019,3697.56,3376.099731
3/10/2019,3564.34,3379.664071
3/11/2019,3533.06,3383.197131
3/12/2019,3563.78,3386.760911
3/13/2019,3643.16,3390.404071
3/14/2019,3501.16,3393.905231
3/15/2019,3498.88,3397.404111
3/16/2019,3497.94,3400.902051
3/17/2019,3616.91,3404.518961
3/18/2019,3593.56,3408.112521
3/19/2019,3591.75,3411.704271
3/20/2019,3510.16,3415.214431
3/21/2019,3668.38,3418.882811
3/22/2019,3709.16,3422.591971
3/23/2019,3664.16,3426.256131
3/24/2019,3615.84,3429.871971
3/25/2019,3555.59,3433.427561
3/26/2019,3595.47,3437.023031
3/27/2019,3578.94,3440.601971
3/28/2019,3213,3443.814971
3/29/2019,3508.47,3447.323441
3/30/2019,3491.25,3450.814691
3/31/2019,3474.44,3454.289131
4/1/2019,3471.03,3457.760161
4/2/2019,3488.88,3461.249041
4/3/2019,3459.13,3464.708171
4/4/2019,3427.97,3468.136141
4/5/2019,3410.78,3471.546921
4/6/2019,3400.25,3474.947171
4/7/2019,3393.28,3478.340451
4/8/2019,3390.47,3481.730921
4/9/2019,3373.31,3485.104231
4/10/2019,3362.88,3488.467111
4/11/2019,3355.97,3491.823081
4/12/2019,3346.81,3495.169891
4/13/2019,3330.16,3498.500051
4/14/2019,3329.75,3501.829801
4/15/2019,3323.31,3505.153111
4/16/2019,3317.31,3508.470421
4/17/2019,3152.13,3511.622551
4/18/2019,3137.5,3514.760051
4/19/2019,2686.25,3517.446301
4/20/2019,2698.19,3520.144491
4/21/2019,2736.88,3522.881371
4/22/2019,2752.13,3525.633501
4/23/2019,2749.38,3528.382881
4/24/2019,2745.13,3531.128011
4/25/2019,2754.94,3533.882951
4/26/2019,2747.31,3536.630261
4/27/2019,2747.88,3539.378141
4/28/2019,2752.44,3542.130581
4/29/2019,2736.31,3544.866891
4/30/2019,2606.69,3547.473581
5/1/2019,2282.25,3549.755831
5/2/2019,2329.75,3552.085581
5/3/2019,2300.63,3554.386211
5/4/2019,2304.25,3556.690461
5/5/2019,2316.88,3559.007341
5/6/2019,2327.06,3561.334401
5/7/2019,291.56,3561.625961
5/8/2019,195.25,3561.821211
5/9/2019,353.31,3562.174521
5/10/2019,1308.63,3563.483151
5/11/2019,3081.56,3566.564711
5/12/2019,3571.06,3570.135771
5/13/2019,3557.94,3573.693711
5/14/2019,3626.88,3577.320591
5/15/2019,3575.56,3580.896151
5/16/2019,3495.81,3584.391961
5/17/2019,3195.56,3587.587521
5/18/2019,2930.75,3590.518271
5/19/2019,2756.25,3593.274521
5/20/2019,2564.5,3595.839021
5/21/2019,1950.06,3597.789081
5/22/2019,1841,3599.630081
5/23/2019,1444.31,3601.074391
5/24/2019,1501.69,3602.576081
5/25/2019,1406.31,3603.982391
5/26/2019,1496,3605.478391
5/27/2019,1504.94,3606.983331
5/28/2019,1709.38,3608.692711
5/29/2019,1618.44,3610.311151
5/30/2019,1589.88,3611.901031
5/31/2019,1847.94,3613.748971
6/1/2019,1716,3615.464971
6/2/2019,1559.25,3617.024221
6/3/2019,1846.13,3618.870351
6/4/2019,1977.94,3620.848291
6/5/2019,1863.44,3622.711731
6/6/2019,2047.25,3624.758981
6/7/2019,1852.44,3626.611421
6/8/2019,1762.75,3628.374171
6/9/2019,1720.25,3630.094421
6/10/2019,1645.06,3631.739481
6/11/2019,2057.25,3633.796731
6/12/2019,2017.06,3635.813791
6/13/2019,2075.44,3637.889231
6/14/2019,2305.88,3640.195111
6/15/2019,2119.38,3642.314491
6/16/2019,1861.81,3644.176301
6/17/2019,3084.88,3647.261181
6/18/2019,692.19,3647.953371
6/19/2019,1831.94,3649.785311
6/20/2019,1823.63,3651.608941
6/21/2019,1958.69,3653.567631
6/22/2019,1779.56,3655.347191
6/23/2019,1782.63,3657.129821
6/24/2019,1742.38,3658.872201
6/25/2019,1793.38,3660.665581
6/26/2019,1701.56,3662.367141
6/27/2019,732.69,3663.099831
6/28/2019,3393.63,3666.493461
6/29/2019,1097.13,3667.590591
6/30/2019,0,3667.590591
7/1/2019,0,3667.590591
7/2/2019,865.69,3668.456281
7/3/2019,1160.63,3669.616911
7/4/2019,1240.38,3670.857291
7/5/2019,1319.81,3672.177101
7/6/2019,1400.5,3673.577601
7/7/2019,1366.88,3674.944481
7/8/2019,1501.5,3676.445981
7/9/2019,1930.75,3678.376731
7/10/2019,1736.81,3680.113541
7/11/2019,1813.94,3681.927481
7/12/2019,1332.75,3683.260231
7/13/2019,30.31,3683.290541
7/14/2019,0,3683.290541
7/15/2019,64,3683.354541
7/16/2019,7.06,3683.361601
7/17/2019,0,3683.361601
7/18/2019,0,3683.361601
7/19/2019,0,3683.361601
7/20/2019,0,3683.361601
7/21/2019,0,3683.361601
7/22/2019,0.31,3683.361911
7/23/2019,0.19,3683.362101
7/24/2019,0.13,3683.362231
7/25/2019,2.56,3683.364791
7/26/2019,249.13,3683.613921
7/27/2019,512.94,3684.126861
7/28/2019,530.06,3684.656921
7/29/2019,642.44,3685.299361
7/30/2019,875.94,3686.175301
7/31/2019,1100.69,3687.275991
8/1/2019,636.5,3687.912491
8/2/2019,0,3687.912491
8/3/2019,0,3687.912491
8/4/2019,0,3687.912491
8/5/2019,0,3687.912491
8/6/2019,73.19,3687.985681
8/7/2019,117,3688.102681
8/8/2019,0,3688.102681
8/9/2019,0,3688.102681
8/10/2019,0,3688.102681
8/11/2019,0,3688.102681
8/12/2019,0,3688.102681
8/13/2019,0,3688.102681
8/14/2019,0,3688.102681
8/15/2019,0,3688.102681
8/16/2019,69.88,3688.172561
8/17/2019,1063.25,3689.235811
8/18/2019,1503.63,3690.739441
8/19/2019,1678.94,3692.418381
8/20/2019,1582.63,3694.001011
8/21/2019,1804.5,3695.805511
8/22/2019,1791.38,3697.596891
8/23/2019,1882.38,3699.479271
8/24/2019,2062.81,3701.542081
8/25/2019,1962.25,3703.504331
8/26/2019,1998.13,3705.502461
8/27/2019,2062.06,3707.564521
8/28/2019,2031.38,3709.595901
8/29/2019,2057.63,3711.653531
8/30/2019,2096.13,3713.749661
8/31/2019,2046.94,3715.796601
9/1/2019,2063.38,3717.859981
9/2/2019,1944.19,3719.804171
9/3/2019,1655.5,3721.459671
9/4/2019,1729.56,3723.189231
9/5/2019,1915.13,3725.104361
9/6/2019,1809.5,3726.913861
9/7/2019,2289.69,3729.203551
9/8/2019,1991.75,3731.195301
9/9/2019,1917.88,3733.113181
9/10/2019,1415.44,3734.528621
9/11/2019,863.69,3735.392311
9/12/2019,1160.25,3736.552561
9/13/2019,1198.44,3737.751001
9/14/2019,1162.31,3738.913311
9/15/2019,1108.38,3740.021691
9/16/2019,1497.44,3741.519131
9/17/2019,798.63,3742.317761
9/18/2019,1399,3743.716761
9/19/2019,1724.44,3745.441201
9/20/2019,1787.88,3747.229081
9/21/2019,1832.69,3749.061771
9/22/2019,1839.88,3750.901651
9/23/2019,1363.38,3752.265031
9/24/2019,1061.31,3753.326341
9/25/2019,1514.5,3754.840841
9/26/2019,1642,3756.482841
9/27/2019,2000.19,3758.483031
9/28/2019,919.38,3759.402411
9/29/2019,1295.63,3760.698041
9/30/2019,1347.81,3762.045851
10/1/2019,1559.56,3763.605411
10/2/2019,1436.63,3765.042041
10/3/2019,1295.5,3766.337541
10/4/2019,1814.19,3768.151731
10/5/2019,1937.06,3770.088791
10/6/2019,1467.81,3771.556601
10/7/2019,2009.06,3773.565661
10/8/2019,1326.69,3774.892351
10/9/2019,1623.88,3776.516231
10/10/2019,1614.19,3778.130421
10/11/2019,1622.94,3779.753361
10/12/2019,1929.94,3781.683301
10/13/2019,2327.94,3784.011241
10/14/2019,2093.31,3786.104551
10/15/2019,2062.75,3788.167301
10/16/2019,1643.69,3789.810991
10/17/2019,2364.75,3792.175741
10/18/2019,857.38,3793.033121
10/19/2019,1227.44,3794.260561
10/20/2019,997.63,3795.258191
10/21/2019,1103.88,3796.362071
10/22/2019,826.13,3797.188201
10/23/2019,1330.31,3798.518511
10/24/2019,1546.56,3800.065071
10/25/2019,1327.56,3801.392631
10/26/2019,1896.69,3803.289321
10/27/2019,1856.19,3805.145511
10/28/2019,1508.25,3806.653761
10/29/2019,1201.06,3807.854821
10/30/2019,1416.69,3809.271511
10/31/2019,1412.63,3810.684141
11/1/2019,1543.13,3812.227271
11/2/2019,1993.38,3814.220651
11/3/2019,1184.06,3815.404711
11/4/2019,1220.13,3816.624841
11/5/2019,1043.63,3817.668471
11/6/2019,1309.38,3818.977851
11/7/2019,374.69,3819.352541
11/8/2019,2014.56,3821.367101
11/9/2019,2343.44,3823.710541
11/10/2019,2900.06,3826.610601
11/11/2019,4020.06,3830.630661
11/12/2019,1474.31,3832.104971
11/13/2019,3473.75,3835.578721
11/14/2019,3802,3839.380721
11/15/2019,3309.25,3842.689971
11/16/2019,3314.69,3846.004661
11/17/2019,3322.44,3849.327101
11/18/2019,3110.94,3852.438041
11/19/2019,3415.19,3855.853231
11/20/2019,3516,3859.369231
11/21/2019,3704.81,3863.074041
11/22/2019,2989.75,3866.063791
11/23/2019,3703.13,3869.766921
11/24/2019,3422,3873.188921
11/25/2019,3622.06,3876.810981
11/26/2019,3433.69,3880.244671
11/27/2019,2908.94,3883.153611
11/28/2019,3027.63,3886.181241
11/29/2019,3635.06,3889.816301
11/30/2019,3681.5,3893.497801
12/1/2019,3540.25,3897.038051
12/2/2019,3466.75,3900.504801
12/3/2019,3940.81,3904.445611
12/4/2019,3959.81,3908.405421
12/5/2019,3914.31,3912.319731
12/6/2019,3405.5,3915.725231
12/7/2019,3429.69,3919.154921
12/8/2019,3676,3922.830921
12/9/2019,3465.25,3926.296171
12/10/2019,2775.19,3929.071361
12/11/2019,3806.06,3932.877421
12/12/2019,3897.06,3936.774481
12/13/2019,3889.13,3940.663611
12/14/2019,5730.25,3946.393861
12/15/2019,1924.31,3948.318171
12/16/2019,3782.88,3952.101051
12/17/2019,3757.81,3955.858861
12/18/2019,3794.38,3959.653241
12/19/2019,3803.88,3963.457121
12/20/2019,3781.44,3967.238561
12/21/2019,3741.94,3970.980501
12/22/2019,3734,3974.714501
12/23/2019,3717.29,3978.431791
12/24/2019,3704.06,3982.135851
12/25/2019,3671.02,3985.806871
12/26/2019,3625.46,3989.432331
12/27/2019,3434.18,3992.866511
12/28/2019,3479.63,3996.346141
12/29/2019,3543.3,3999.889441
12/30/2019,3048.02,4002.937461
12/31/2019,3473.05,4006.410511
1/1/2020,3590.1,4010.000611
1/2/2020,3575.23,4013.575841
1/3/2020,3556.85,4017.132691
1/4/2020,3448.34,4020.581031
1/5/2020,3507.05,4024.088081
1/6/2020,3526.43,4027.614511
1/7/2020,3515.53,4031.130041
1/8/2020,3504.43,4034.634471
1/9/2020,3485.87,4038.120341
1/10/2020,3473.03,4041.593371
1/11/2020,3351.08,4044.944451
1/12/2020,2277.72,4047.222171
1/13/2020,3512.81,4050.734981
1/14/2020,3444.74,4054.179721
1/15/2020,3414.8,4057.594521
1/16/2020,3345.93,4060.940451
1/17/2020,3379.71,4064.320161
1/18/2020,3369.96,4067.690121
1/19/2020,3366.67,4071.056791
1/20/2020,3347.61,4074.404401
1/21/2020,3335.48,4077.739881
1/22/2020,3323.95,4081.063831
1/23/2020,3313.85,4084.377681
1/24/2020,3294.42,4087.672101
1/25/2020,3291.19,4090.963291
1/26/2020,3289.9,4094.253191
1/27/2020,3280.2,4097.533391
1/28/2020,3272.84,4100.806231
1/29/2020,3260.22,4104.066451
1/30/2020,3256.84,4107.323291
1/31/2020,3249.36,4110.572651
2/1/2020,3643.58,4114.216231
2/2/2020,2856.23,4117.072461
2/3/2020,3235.89,4120.308351
2/4/2020,3146.8,4123.455151
2/5/2020,3209.7,4126.664851
2/6/2020,3210.58,4129.875431
2/7/2020,3547.2,4133.422631
2/8/2020,2861.91,4136.284541
2/9/2020,3195.14,4139.479681
2/10/2020,3191.14,4142.670821
2/11/2020,3184.84,4145.855661
2/12/2020,3169.16,4149.024821
2/13/2020,3171.92,4152.196741
2/14/2020,3156.98,4155.353721
2/15/2020,3154.48,4158.508201
2/16/2020,3141.83,4161.650031
2/17/2020,3130.39,4164.780421
2/18/2020,3132.33,4167.912751
2/19/2020,3123.8,4171.036551
2/20/2020,3117.75,4174.154301
2/21/2020,3102.84,4177.257141
2/22/2020,3110,4180.367141
2/23/2020,3095.58,4183.462721
2/24/2020,3085.95,4186.548671
2/25/2020,3088.39,4189.637061
2/26/2020,3083.39,4192.720451
2/27/2020,3079.16,4195.799611
2/28/2020,3074.02,4198.873631
2/29/2020,3064.2,4201.937831
3/1/2020,3059.16,4204.996991
3/2/2020,3040.02,4208.037011
3/3/2020,3045,4211.082011
3/4/2020,3035,4214.117011
3/5/2020,3026.17,4217.143181
3/6/2020,3026.78,4220.169961
3/7/2020,3015.77,4223.185731
3/8/2020,3011.25,4226.196981
3/9/2020,3009.66,4229.206641
3/10/2020,2955.38,4232.162021
3/11/2020,2986.34,4235.148361
3/12/2020,2995.97,4238.144331
3/13/2020,2635.22,4240.779551
3/14/2020,2910.81,4243.690361
3/15/2020,2982.38,4246.672741
3/16/2020,2984.53,4249.657271
3/17/2020,3000.06,4252.657331
3/18/2020,2995.56,4255.652891
3/19/2020,2950.13,4258.603021
3/20/2020,2187.44,4260.790461
3/21/2020,2418.94,4263.209401
3/22/2020,3194.94,4266.404341
3/23/2020,2870.22,4269.274561
3/24/2020,2996.28,4272.270841
3/25/2020,2979.75,4275.250591
3/26/2020,2976.44,4278.227031
3/27/2020,2633.38,4280.860411
3/28/2020,2685.91,4283.546321
3/29/2020,1173.22,4284.719541
3/30/2020,1618.84,4286.338381
3/31/2020,2780.09,4289.118471
4/1/2020,2768.06,4291.886531
4/2/2020,2730.66,4294.617191
4/3/2020,2939.91,4297.557101
4/4/2020,2901.22,4300.458321
4/5/2020,2662.47,4303.120791
4/6/2020,2434.97,4305.555761
4/7/2020,1451.97,4307.007731
4/8/2020,2012.34,4309.020071
4/9/2020,1985.22,4311.005291
4/10/2020,3037.78,4314.043071
4/11/2020,3016.72,4317.059791
4/12/2020,2951.44,4320.011231
4/13/2020,2077.81,4322.089041
4/14/2020,2738.69,4324.827731
4/15/2020,2975.06,4327.802791
4/16/2020,2936.66,4330.739451
4/17/2020,2919.56,4333.659011
4/18/2020,2912.41,4336.571421
4/19/2020,2894.84,4339.466261
4/20/2020,2886.34,4342.352601
4/21/2020,2810.66,4345.163261
4/22/2020,2874.75,4348.038011
4/23/2020,2871.31,4350.909321
4/24/2020,2818.16,4353.727481
4/25/2020,2813.78,4356.541261
4/26/2020,2339.22,4358.880481
4/27/2020,2775.09,4361.655571
4/28/2020,2834.06,4364.489631
4/29/2020,2791.91,4367.281541
4/30/2020,1967.69,4369.249231
5/1/2020,2788.41,4372.037641
5/2/2020,2861.75,4374.899391
5/3/2020,1780.31,4376.679701
5/4/2020,1812.72,4378.492421
